name,face,type_line,subtype_count,subtypes,set,rarity,scryfall_uri
"Raph & Mikey, Troublemakers","Raph & Mikey, Troublemakers",Legendary Creature — Mutant Ninja Turtle,3,"Mutant, Ninja, Turtle",tmt,rare,https://scryfall.com/card/tmt/167/raph-&-mikey-troublemakers?utm_source=api
"Raphael, Most Attitude","Raphael, Most Attitude",Legendary Creature — Mutant Ninja Turtle,3,"Mutant, Ninja, Turtle",tmt,uncommon,https://scryfall.com/card/tmt/101/raphael-most-attitude?utm_source=api
"Raphael, Ninja Destroyer","Raphael, Ninja Destroyer",Legendary Creature — Mutant Ninja Turtle,3,"Mutant, Ninja, Turtle",tmt,mythic,https://scryfall.com/card/tmt/102/raphael-ninja-destroyer?utm_source=api
"Raphael, Tag Team Tough","Raphael, Tag Team Tough",Legendary Creature — Mutant Ninja Turtle,3,"Mutant, Ninja, Turtle",tmc,mythic,https://scryfall.com/card/tmc/118/raphael-tag-team-tough?utm_source=api
"Raphael, Tough Turtle","Raphael, Tough Turtle",Legendary Creature — Mutant Ninja Turtle,3,"Mutant, Ninja, Turtle",tmt,common,https://scryfall.com/card/tmt/104/raphael-tough-turtle?utm_source=api
"Raphael, the Muscle","Raphael, the Muscle",Legendary Creature — Mutant Ninja Turtle,3,"Mutant, Ninja, Turtle",tmc,mythic,https://scryfall.com/card/tmc/4/raphael-the-muscle?utm_source=api
"Raphael, the Nightwatcher","Raphael, the Nightwatcher",Legendary Creature — Mutant Ninja Turtle,3,"Mutant, Ninja, Turtle",tmt,rare,https://scryfall.com/card/tmt/103/raphael-the-nightwatcher?utm_source=api
Rappelling Scouts,Rappelling Scouts,Creature — Human Rebel Scout,3,"Human, Rebel, Scout",mmq,rare,https://scryfall.com/card/mmq/41/rappelling-scouts?utm_source=api
Rathi Fiend,Rathi Fiend,Creature — Phyrexian Horror Mercenary,3,"Phyrexian, Horror, Mercenary",nem,uncommon,https://scryfall.com/card/nem/68/rathi-fiend?utm_source=api
Rathi Intimidator,Rathi Intimidator,Creature — Phyrexian Horror Mercenary,3,"Phyrexian, Horror, Mercenary",nem,common,https://scryfall.com/card/nem/69/rathi-intimidator?utm_source=api
Rathi Trapper,Rathi Trapper,Creature — Human Rebel Rogue,3,"Human, Rebel, Rogue",tsr,common,https://scryfall.com/card/tsr/133/rathi-trapper?utm_source=api
"Raul, Trouble Shooter","Raul, Trouble Shooter",Legendary Creature — Zombie Mutant Rogue,3,"Zombie, Mutant, Rogue",pip,uncommon,https://scryfall.com/card/pip/115/raul-trouble-shooter?utm_source=api
Raven Guild Master,Raven Guild Master,Creature — Human Wizard Mutant,3,"Human, Wizard, Mutant",scg,rare,https://scryfall.com/card/scg/47/raven-guild-master?utm_source=api
Ravenloft Adventurer,Ravenloft Adventurer,Creature — Human Rogue Assassin,3,"Human, Rogue, Assassin",clb,rare,https://scryfall.com/card/clb/142/ravenloft-adventurer?utm_source=api
Razorkin Hordecaller,Razorkin Hordecaller,Creature — Human Clown Berserker,3,"Human, Clown, Berserker",dsk,uncommon,https://scryfall.com/card/dsk/152/razorkin-hordecaller?utm_source=api
Rebel Informer,Rebel Informer,Creature — Human Mercenary Rebel,3,"Human, Mercenary, Rebel",pcy,rare,https://scryfall.com/card/pcy/75/rebel-informer?utm_source=api
Rebellious Captives,Rebellious Captives,Creature — Human Peasant Ally,3,"Human, Peasant, Ally",tla,common,https://scryfall.com/card/tla/191/rebellious-captives?utm_source=api
Reckless Bushwhacker,Reckless Bushwhacker,Creature — Goblin Warrior Ally,3,"Goblin, Warrior, Ally",ogw,uncommon,https://scryfall.com/card/ogw/116/reckless-bushwhacker?utm_source=api
Reckless Cohort,Reckless Cohort,Creature — Human Warrior Ally,3,"Human, Warrior, Ally",bfz,common,https://scryfall.com/card/bfz/152/reckless-cohort?utm_source=api
Reckless Waif // Merciless Predator,Reckless Waif,Creature — Human Rogue Werewolf,3,"Human, Rogue, Werewolf",isd,uncommon,https://scryfall.com/card/isd/159/reckless-waif-merciless-predator?utm_source=api
"Red Ghost, Intangible Genius","Red Ghost, Intangible Genius",Legendary Creature — Human Scientist Villain,3,"Human, Scientist, Villain",msc,rare,https://scryfall.com/card/msc/92/red-ghost-intangible-genius?utm_source=api
"Red Guardian, Super-Soldier","Red Guardian, Super-Soldier",Legendary Creature — Human Soldier Villain,3,"Human, Soldier, Villain",msh,uncommon,https://scryfall.com/card/msh/34/red-guardian-super-soldier?utm_source=api
Red Hulk,Red Hulk,Legendary Creature — Gamma Berserker Villain,3,"Gamma, Berserker, Villain",msh,uncommon,https://scryfall.com/card/msh/149/red-hulk?utm_source=api
Red Room Recruit,Red Room Recruit,Creature — Human Spy Villain,3,"Human, Spy, Villain",msh,common,https://scryfall.com/card/msh/110/red-room-recruit?utm_source=api
"Reed Richards, Smartest Man","Reed Richards, Smartest Man",Legendary Creature — Human Scientist Hero,3,"Human, Scientist, Hero",msc,rare,https://scryfall.com/card/msc/636/reed-richards-smartest-man?utm_source=api
Relief Captain,Relief Captain,Creature — Kor Knight Ally,3,"Kor, Knight, Ally",2x2,common,https://scryfall.com/card/2x2/24/relief-captain?utm_source=api
Reliquary Monk,Reliquary Monk,Creature — Human Monk Cleric,3,"Human, Monk, Cleric",uds,common,https://scryfall.com/card/uds/14/reliquary-monk?utm_source=api
Resolute Blademaster,Resolute Blademaster,Creature — Human Soldier Ally,3,"Human, Soldier, Ally",bfz,uncommon,https://scryfall.com/card/bfz/218/resolute-blademaster?utm_source=api
Rhet-Tomb Mystic,Rhet-Tomb Mystic,Creature — Zombie Bird Wizard,3,"Zombie, Bird, Wizard",drc,rare,https://scryfall.com/card/drc/10/rhet-tomb-mystic?utm_source=api
Rhox Bodyguard,Rhox Bodyguard,Creature — Rhino Monk Soldier,3,"Rhino, Monk, Soldier",con,common,https://scryfall.com/card/con/122/rhox-bodyguard?utm_source=api
Riftmarked Knight,Riftmarked Knight,Creature — Human Rebel Knight,3,"Human, Rebel, Knight",tsr,uncommon,https://scryfall.com/card/tsr/38/riftmarked-knight?utm_source=api
"Rin and Seri, Inseparabler","Rin and Seri, Inseparabler",Legendary Creature — Dog Cat Scientist,3,"Dog, Cat, Scientist",mb2,rare,https://scryfall.com/card/mb2/601/rin-and-seri-inseparabler?utm_source=api
Rinoa Heartilly,Rinoa Heartilly,Legendary Creature — Human Rebel Warlock,3,"Human, Rebel, Warlock",fin,uncommon,https://scryfall.com/card/fin/237/rinoa-heartilly?utm_source=api
"Rinoa, Angel Wing","Rinoa, Angel Wing",Legendary Creature — Human Rebel Warlock,3,"Human, Rebel, Warlock",fic,rare,https://scryfall.com/card/fic/450/rinoa-angel-wing?utm_source=api
Risen Necroregent,Risen Necroregent,Creature — Zombie Cat Knight,3,"Zombie, Cat, Knight",dft,uncommon,https://scryfall.com/card/dft/102/risen-necroregent?utm_source=api
Riven Turnbull and Princess Lucrezia,Riven Turnbull and Princess Lucrezia,Legendary Creature — Human Advisor Wizard,3,"Human, Advisor, Wizard",unk,rare,https://scryfall.com/card/unk/RZ08c/riven-turnbull-and-princess-lucrezia?utm_source=api
River Song,River Song,Legendary Creature — Human Time Lord Rogue,3,"Human, Time Lord, Rogue",who,rare,https://scryfall.com/card/who/152/river-song?utm_source=api
Robber of the Rich,Robber of the Rich,Creature — Human Archer Rogue,3,"Human, Archer, Rogue",eld,mythic,https://scryfall.com/card/eld/138/robber-of-the-rich?utm_source=api
Rockslide Sorcerer,Rockslide Sorcerer,Creature — Human Wizard Sorcerer,3,"Human, Wizard, Sorcerer",znr,uncommon,https://scryfall.com/card/znr/154/rockslide-sorcerer?utm_source=api
Rogue Skycaptain,Rogue Skycaptain,Creature — Human Rogue Mercenary,3,"Human, Rogue, Mercenary",me2,rare,https://scryfall.com/card/me2/149/rogue-skycaptain?utm_source=api
"Ronin, Shadow Stalker","Ronin, Shadow Stalker",Legendary Creature — Human Rogue Hero,3,"Human, Rogue, Hero",msh,uncommon,https://scryfall.com/card/msh/112/ronin-shadow-stalker?utm_source=api
"Rosa, Resolute White Mage","Rosa, Resolute White Mage",Legendary Creature — Human Noble Cleric,3,"Human, Noble, Cleric",fin,rare,https://scryfall.com/card/fin/555/rosa-resolute-white-mage?utm_source=api
Rowdy Snowballers,Rowdy Snowballers,Creature — Human Peasant Ally,3,"Human, Peasant, Ally",tla,common,https://scryfall.com/card/tla/68/rowdy-snowballers?utm_source=api
Roxxon Brutes,Roxxon Brutes,Creature — Human Berserker Villain,3,"Human, Berserker, Villain",msh,common,https://scryfall.com/card/msh/113/roxxon-brutes?utm_source=api
Rustvine Cultivator,Rustvine Cultivator,Creature — Phyrexian Elf Druid,3,"Phyrexian, Elf, Druid",one,common,https://scryfall.com/card/one/181/rustvine-cultivator?utm_source=api
Ruthless Waterbender,Ruthless Waterbender,Creature — Human Soldier Ally,3,"Human, Soldier, Ally",tle,uncommon,https://scryfall.com/card/tle/110/ruthless-waterbender?utm_source=api
Sabertooth Nishoba,Sabertooth Nishoba,Creature — Cat Beast Warrior,3,"Cat, Beast, Warrior",inv,rare,https://scryfall.com/card/inv/268/sabertooth-nishoba?utm_source=api
"Sabin, Master Monk","Sabin, Master Monk",Legendary Creature — Human Noble Monk,3,"Human, Noble, Monk",fic,rare,https://scryfall.com/card/fic/57/sabin-master-monk?utm_source=api
Safehold Duo,Safehold Duo,Creature — Elf Warrior Shaman,3,"Elf, Warrior, Shaman",shm,common,https://scryfall.com/card/shm/238/safehold-duo?utm_source=api
Sage of Ancient Lore // Werewolf of Ancient Hunger,Sage of Ancient Lore,Creature — Human Shaman Werewolf,3,"Human, Shaman, Werewolf",soi,rare,https://scryfall.com/card/soi/225/sage-of-ancient-lore-werewolf-of-ancient-hunger?utm_source=api
Sakura-Tribe Scout,Sakura-Tribe Scout,Creature — Snake Shaman Scout,3,"Snake, Shaman, Scout",sok,common,https://scryfall.com/card/sok/144/sakura-tribe-scout?utm_source=api
"Sally Pride, Lioness Leader","Sally Pride, Lioness Leader",Legendary Creature — Cat Mutant Rebel,3,"Cat, Mutant, Rebel",tmt,rare,https://scryfall.com/card/tmt/24/sally-pride-lioness-leader?utm_source=api
Saltfield Recluse,Saltfield Recluse,Creature — Human Rebel Cleric,3,"Human, Rebel, Cleric",tsr,uncommon,https://scryfall.com/card/tsr/40/saltfield-recluse?utm_source=api
"Sami, Wildcat Captain","Sami, Wildcat Captain",Legendary Creature — Human Artificer Rogue,3,"Human, Artificer, Rogue",eoe,mythic,https://scryfall.com/card/eoe/226/sami-wildcat-captain?utm_source=api
Samite Archer,Samite Archer,Creature — Human Cleric Archer,3,"Human, Cleric, Archer",inv,uncommon,https://scryfall.com/card/inv/269/samite-archer?utm_source=api
Samite Censer-Bearer,Samite Censer-Bearer,Creature — Human Rebel Cleric,3,"Human, Rebel, Cleric",fut,common,https://scryfall.com/card/fut/15/samite-censer-bearer?utm_source=api
"Samut, Vizier of Naktamun","Samut, Vizier of Naktamun",Legendary Creature — Human Warrior Cleric,3,"Human, Warrior, Cleric",mat,mythic,https://scryfall.com/card/mat/45/samut-vizier-of-naktamun?utm_source=api
"Samut, the Driving Force","Samut, the Driving Force",Legendary Creature — Human Warrior Cleric,3,"Human, Warrior, Cleric",dft,rare,https://scryfall.com/card/dft/222/samut-the-driving-force?utm_source=api
"Sandman, Shifting Scoundrel","Sandman, Shifting Scoundrel",Legendary Creature — Sand Elemental Villain,3,"Sand, Elemental, Villain",spm,rare,https://scryfall.com/card/spm/112/sandman-shifting-scoundrel?utm_source=api
Sandstone Warrior,Sandstone Warrior,Creature — Human Soldier Warrior,3,"Human, Soldier, Warrior",tpr,common,https://scryfall.com/card/tpr/154/sandstone-warrior?utm_source=api
Sandstorm Crasher,Sandstorm Crasher,Creature — Minotaur Berserker Wizard,3,"Minotaur, Berserker, Wizard",j25,rare,https://scryfall.com/card/j25/18/sandstorm-crasher?utm_source=api
Sanguine Guard,Sanguine Guard,Creature — Phyrexian Zombie Knight,3,"Phyrexian, Zombie, Knight",dde,uncommon,https://scryfall.com/card/dde/9/sanguine-guard?utm_source=api
Sarinth Steelseeker,Sarinth Steelseeker,Creature — Human Artificer Scout,3,"Human, Artificer, Scout",bro,uncommon,https://scryfall.com/card/bro/189/sarinth-steelseeker?utm_source=api
"Satoru, the Infiltrator","Satoru, the Infiltrator",Legendary Creature — Human Ninja Rogue,3,"Human, Ninja, Rogue",otj,rare,https://scryfall.com/card/otj/230/satoru-the-infiltrator?utm_source=api
Sauroform Hybrid,Sauroform Hybrid,Creature — Human Lizard Warrior,3,"Human, Lizard, Warrior",clu,common,https://scryfall.com/card/clu/173/sauroform-hybrid?utm_source=api
"Sauron, Dino Devotee","Sauron, Dino Devotee",Legendary Creature — Dinosaur Vampire Villain,3,"Dinosaur, Vampire, Villain",msc,mythic,https://scryfall.com/card/msc/731/sauron-dino-devotee?utm_source=api
Scared Stiff,Scared Stiff,Creature — Zombie Coward Guest,3,"Zombie, Coward, Guest",unf,common,https://scryfall.com/card/unf/90/scared-stiff?utm_source=api
"Scarlet Spider, Ben Reilly","Scarlet Spider, Ben Reilly",Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",spm,rare,https://scryfall.com/card/spm/142/scarlet-spider-ben-reilly?utm_source=api
"Scarlet Spider, Kaine","Scarlet Spider, Kaine",Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",spm,uncommon,https://scryfall.com/card/spm/143/scarlet-spider-kaine?utm_source=api
"Scarlet Witch, Chaotic Avenger","Scarlet Witch, Chaotic Avenger",Legendary Creature — Mutant Warlock Hero,3,"Mutant, Warlock, Hero",msc,rare,https://scryfall.com/card/msc/93/scarlet-witch-chaotic-avenger?utm_source=api
"Scarlet Witch, Wanda Maximoff","Scarlet Witch, Wanda Maximoff",Legendary Creature — Mutant Warlock Hero,3,"Mutant, Warlock, Hero",msc,uncommon,https://scryfall.com/card/msc/855/scarlet-witch-wanda-maximoff?utm_source=api
Schema Thief,Schema Thief,Creature — Vedalken Rogue Artificer,3,"Vedalken, Rogue, Artificer",moc,rare,https://scryfall.com/card/moc/24/schema-thief?utm_source=api
Scientist Supreme of A.I.M.,Scientist Supreme of A.I.M.,Legendary Creature — Human Scientist Villain,3,"Human, Scientist, Villain",msh,rare,https://scryfall.com/card/msh/225/scientist-supreme-of-aim?utm_source=api
"Scorpion, Seething Striker","Scorpion, Seething Striker",Legendary Creature — Scorpion Human Villain,3,"Scorpion, Human, Villain",spm,uncommon,https://scryfall.com/card/spm/64/scorpion-seething-striker?utm_source=api
Scurrilous Sentry,Scurrilous Sentry,Creature — Human Knight Rogue,3,"Human, Knight, Rogue",mh3,common,https://scryfall.com/card/mh3/108/scurrilous-sentry?utm_source=api
Scuttlegator,Scuttlegator,Creature — Crab Turtle Crocodile,3,"Crab, Turtle, Crocodile",clu,common,https://scryfall.com/card/clu/206/scuttlegator?utm_source=api
Sea Gate Loremaster,Sea Gate Loremaster,Creature — Merfolk Wizard Ally,3,"Merfolk, Wizard, Ally",zen,rare,https://scryfall.com/card/zen/63/sea-gate-loremaster?utm_source=api
Seascape Aerialist,Seascape Aerialist,Creature — Merfolk Wizard Ally,3,"Merfolk, Wizard, Ally",zen,uncommon,https://scryfall.com/card/zen/64/seascape-aerialist?utm_source=api
Sensational Spider-Man,Sensational Spider-Man,Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",spe,rare,https://scryfall.com/card/spe/25/sensational-spider-man?utm_source=api
Sentinel of the Nameless City,Sentinel of the Nameless City,Creature — Merfolk Warrior Scout,3,"Merfolk, Warrior, Scout",lci,rare,https://scryfall.com/card/lci/211/sentinel-of-the-nameless-city?utm_source=api
"Sephiroth, Fabled SOLDIER // Sephiroth, One-Winged Angel","Sephiroth, Fabled SOLDIER",Legendary Creature — Human Avatar Soldier,3,"Human, Avatar, Soldier",fin,mythic,https://scryfall.com/card/fin/115/sephiroth-fabled-soldier-sephiroth-one-winged-angel?utm_source=api
"Sephiroth, Fabled SOLDIER // Sephiroth, One-Winged Angel","Sephiroth, One-Winged Angel",Legendary Creature — Angel Nightmare Avatar,3,"Angel, Nightmare, Avatar",fin,mythic,https://scryfall.com/card/fin/115/sephiroth-fabled-soldier-sephiroth-one-winged-angel?utm_source=api
"Sephiroth, Fallen Hero","Sephiroth, Fallen Hero",Legendary Creature — Human Avatar Soldier,3,"Human, Avatar, Soldier",fic,rare,https://scryfall.com/card/fic/92/sephiroth-fallen-hero?utm_source=api
"Sephiroth, Planet's Heir","Sephiroth, Planet's Heir",Legendary Creature — Human Avatar Soldier,3,"Human, Avatar, Soldier",fin,mythic,https://scryfall.com/card/fin/553/sephiroth-planets-heir?utm_source=api
Serendib Sorcerer,Serendib Sorcerer,Creature — Human Wizard Sorcerer,3,"Human, Wizard, Sorcerer",c17,rare,https://scryfall.com/card/c17/93/serendib-sorcerer?utm_source=api
Serene Steward,Serene Steward,Creature — Human Cleric Ally,3,"Human, Cleric, Ally",bfz,uncommon,https://scryfall.com/card/bfz/46/serene-steward?utm_source=api
Serpent Specialist,Serpent Specialist,Creature — Human Snake Villain,3,"Human, Snake, Villain",msh,common,https://scryfall.com/card/msh/186/serpent-specialist?utm_source=api
"Setzer, Wandering Gambler","Setzer, Wandering Gambler",Legendary Creature — Human Rogue Pilot,3,"Human, Rogue, Pilot",fic,rare,https://scryfall.com/card/fic/93/setzer-wandering-gambler?utm_source=api
"Shadowheart, Cleric of Graves","Shadowheart, Cleric of Graves",Legendary Creature — Human Elf Cleric,3,"Human, Elf, Cleric",hbg,rare,https://scryfall.com/card/hbg/10b/shadowheart-cleric-of-graves?utm_source=api
"Shadowheart, Cleric of Order","Shadowheart, Cleric of Order",Legendary Creature — Human Elf Cleric,3,"Human, Elf, Cleric",hbg,rare,https://scryfall.com/card/hbg/10w/shadowheart-cleric-of-order?utm_source=api
"Shadowheart, Cleric of Trickery","Shadowheart, Cleric of Trickery",Legendary Creature — Human Elf Cleric,3,"Human, Elf, Cleric",hbg,rare,https://scryfall.com/card/hbg/10u/shadowheart-cleric-of-trickery?utm_source=api
"Shadowheart, Cleric of Twilight","Shadowheart, Cleric of Twilight",Legendary Creature — Human Elf Cleric,3,"Human, Elf, Cleric",hbg,rare,https://scryfall.com/card/hbg/10g/shadowheart-cleric-of-twilight?utm_source=api
"Shadowheart, Cleric of War","Shadowheart, Cleric of War",Legendary Creature — Human Elf Cleric,3,"Human, Elf, Cleric",hbg,rare,https://scryfall.com/card/hbg/10r/shadowheart-cleric-of-war?utm_source=api
"Shadowheart, Dark Justiciar","Shadowheart, Dark Justiciar",Legendary Creature — Human Elf Cleric,3,"Human, Elf, Cleric",clb,rare,https://scryfall.com/card/clb/146/shadowheart-dark-justiciar?utm_source=api
"Shadowheart, Sharran Cleric","Shadowheart, Sharran Cleric",Legendary Creature — Human Elf Cleric,3,"Human, Elf, Cleric",hbg,rare,https://scryfall.com/card/hbg/10/shadowheart-sharran-cleric?utm_source=api
Shaman en-Kor,Shaman en-Kor,Creature — Kor Cleric Shaman,3,"Kor, Cleric, Shaman",tpr,rare,https://scryfall.com/card/tpr/27/shaman-en-kor?utm_source=api
Shang-Chi and the Ten Rings,Shang-Chi and the Ten Rings,Legendary Creature — Human Warrior Hero,3,"Human, Warrior, Hero",msc,rare,https://scryfall.com/card/msc/94/shang-chi-and-the-ten-rings?utm_source=api
